epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,508.447,0.84352,0.83522,1.59026,0.87132,0.54075,0.61042,0.49237,0.81336,0.74475,1.79587,0.00074641,0.00074641,0.00074641
23,531.193,0.83834,0.82724,1.5678,0.79199,0.59935,0.62987,0.51143,0.78563,0.72356,1.78877,0.000742286,0.000742286,0.000742286
24,553.692,0.83705,0.82244,1.58306,0.85926,0.55315,0.65456,0.53464,0.76145,0.69612,1.78439,0.000738163,0.000738163,0.000738163
25,576.146,0.84966,0.8215,1.57661,0.61469,0.59528,0.61705,0.49373,0.78412,0.71658,1.84963,0.00073404,0.00073404,0.00073404
26,598.553,0.83205,0.81331,1.56544,0.76993,0.60149,0.62598,0.50659,0.75245,0.6914,1.76963,0.000729916,0.000729916,0.000729916
27,621.169,0.82354,0.79865,1.57383,0.79866,0.54678,0.62147,0.49347,0.78056,0.72446,1.80295,0.000725793,0.000725793,0.000725793
28,643.851,0.81392,0.78165,1.5622,0.78039,0.5568,0.60612,0.48945,0.76027,0.72847,1.82047,0.00072167,0.00072167,0.00072167
29,666.091,0.82597,0.79692,1.58686,0.68311,0.57826,0.63963,0.51068,0.77751,0.70965,1.82418,0.000717546,0.000717546,0.000717546
30,688.428,0.80914,0.78152,1.57404,0.76822,0.51443,0.57841,0.4669,0.75711,0.73762,1.83286,0.000713423,0.000713423,0.000713423
31,710.688,0.8067,0.76162,1.56403,0.65707,0.56129,0.56396,0.44886,0.76518,0.7718,1.77569,0.000709299,0.000709299,0.000709299
32,732.629,0.80637,0.7645,1.56028,0.72769,0.52549,0.55739,0.44616,0.76728,0.77527,1.77487,0.000705176,0.000705176,0.000705176
33,754.575,0.80096,0.75821,1.57249,0.6606,0.55499,0.60164,0.47952,0.77523,0.71282,1.81184,0.000701053,0.000701053,0.000701053
34,776.489,0.7986,0.7646,1.53959,0.67027,0.5834,0.64184,0.51999,0.78569,0.70913,1.86725,0.000696929,0.000696929,0.000696929
35,798.459,0.79322,0.74939,1.55668,0.744,0.56418,0.59279,0.47182,0.7578,0.73352,1.75769,0.000692806,0.000692806,0.000692806
36,820.377,0.80228,0.75346,1.5517,0.5593,0.55205,0.59107,0.47859,0.75255,0.72613,1.81376,0.000688683,0.000688683,0.000688683
37,842.297,0.7908,0.74714,1.52873,0.60073,0.60643,0.60794,0.48797,0.75098,0.70618,1.84344,0.000684559,0.000684559,0.000684559
38,864.233,0.7753,0.73358,1.54856,0.55813,0.56261,0.59503,0.487,0.73255,0.70803,1.78789,0.000680436,0.000680436,0.000680436
39,886.774,0.80032,0.74107,1.54468,0.7817,0.54975,0.6243,0.51005,0.74616,0.70888,1.76298,0.000676313,0.000676313,0.000676313
40,908.845,0.79684,0.74265,1.53967,0.59543,0.55611,0.57769,0.47017,0.73965,0.69929,1.80906,0.000672189,0.000672189,0.000672189
41,930.823,0.77589,0.72916,1.52546,0.60632,0.55109,0.58537,0.46274,0.77666,0.73375,1.79177,0.000668066,0.000668066,0.000668066
42,952.732,0.79095,0.73583,1.52649,0.67574,0.55025,0.60153,0.48851,0.73542,0.69507,1.77998,0.000663943,0.000663943,0.000663943
43,975.217,0.7723,0.72169,1.5188,0.67353,0.54906,0.63936,0.51147,0.75511,0.68765,1.76744,0.000659819,0.000659819,0.000659819
44,997.699,0.76576,0.71728,1.53955,0.82751,0.47436,0.57793,0.46389,0.76512,0.73037,1.8131,0.000655696,0.000655696,0.000655696
45,1020.37,0.75806,0.70435,1.51859,0.66596,0.55361,0.61572,0.49909,0.75289,0.69457,1.83694,0.000651573,0.000651573,0.000651573
46,1043.01,0.76378,0.7019,1.53407,0.63278,0.55249,0.59586,0.4785,0.74076,0.71788,1.77155,0.000647449,0.000647449,0.000647449
47,1065.51,0.76386,0.7066,1.52725,0.72823,0.51925,0.57972,0.47378,0.74239,0.71626,1.7989,0.000643326,0.000643326,0.000643326
48,1087.97,0.75264,0.6987,1.51925,0.73763,0.53937,0.60716,0.49277,0.74583,0.70057,1.77087,0.000639203,0.000639203,0.000639203
49,1110.35,0.76465,0.70467,1.52767,0.81055,0.51426,0.60033,0.48513,0.75772,0.70096,1.86299,0.000635079,0.000635079,0.000635079
50,1132.74,0.7539,0.69381,1.49634,0.54005,0.57717,0.58885,0.47929,0.73665,0.72663,1.75663,0.000630956,0.000630956,0.000630956
51,1155.12,0.74716,0.692,1.51814,0.74012,0.56178,0.59535,0.48167,0.7314,0.71313,1.79494,0.000626832,0.000626832,0.000626832
52,1177.43,0.73614,0.68133,1.50347,0.66438,0.52085,0.59991,0.49211,0.72085,0.70593,1.8089,0.000622709,0.000622709,0.000622709
53,1199.68,0.74978,0.68465,1.50539,0.75845,0.52406,0.59126,0.47922,0.72904,0.70373,1.85787,0.000618586,0.000618586,0.000618586
54,1221.91,0.74395,0.67567,1.50292,0.79479,0.54004,0.61954,0.50539,0.73209,0.68154,1.82197,0.000614462,0.000614462,0.000614462
55,1244.14,0.74981,0.67868,1.5171,0.57377,0.57776,0.58215,0.46565,0.74317,0.69341,1.76668,0.000610339,0.000610339,0.000610339
56,1266.29,0.74266,0.67047,1.5203,0.68537,0.57995,0.62442,0.50543,0.71742,0.67673,1.8412,0.000606216,0.000606216,0.000606216
57,1288.43,0.73734,0.66625,1.50606,0.57904,0.55511,0.59412,0.48075,0.72536,0.69328,1.76628,0.000602092,0.000602092,0.000602092
58,1310.56,0.73837,0.66698,1.51359,0.7235,0.58958,0.59494,0.48313,0.72677,0.72601,1.78997,0.000597969,0.000597969,0.000597969
59,1332.73,0.73066,0.67364,1.51001,0.75185,0.55775,0.60073,0.49215,0.73407,0.7047,1.72441,0.000593846,0.000593846,0.000593846
60,1354.77,0.72368,0.6561,1.50288,0.54485,0.53896,0.57409,0.46569,0.73628,0.73478,1.75474,0.000589722,0.000589722,0.000589722
61,1376.81,0.73191,0.65976,1.49901,0.56414,0.55301,0.58459,0.47571,0.72962,0.72707,1.81175,0.000585599,0.000585599,0.000585599
62,1398.97,0.72935,0.66093,1.4923,0.74208,0.4952,0.55834,0.45644,0.72909,0.7335,1.74682,0.000581476,0.000581476,0.000581476
63,1420.99,0.72674,0.65654,1.48764,0.65458,0.60217,0.58687,0.4775,0.72137,0.72691,1.80291,0.000577352,0.000577352,0.000577352
64,1443.11,0.74086,0.64987,1.48921,0.78371,0.48359,0.58688,0.48471,0.71957,0.73226,1.75117,0.000573229,0.000573229,0.000573229
65,1465.56,0.72923,0.65384,1.48225,0.64554,0.51642,0.61544,0.50347,0.72227,0.68019,1.76243,0.000569106,0.000569106,0.000569106
66,1488.12,0.72017,0.64605,1.50237,0.63016,0.54545,0.59768,0.49037,0.7152,0.6918,1.73704,0.000564982,0.000564982,0.000564982
67,1510.68,0.7147,0.63397,1.50009,0.58487,0.52668,0.57336,0.46609,0.71745,0.72169,1.73448,0.000560859,0.000560859,0.000560859
68,1533.21,0.72375,0.64517,1.48701,0.68837,0.5606,0.6237,0.50631,0.72688,0.69513,1.76698,0.000556736,0.000556736,0.000556736
69,1555.71,0.72067,0.64364,1.47919,0.61671,0.55267,0.59552,0.4778,0.71042,0.70134,1.80896,0.000552612,0.000552612,0.000552612
70,1578.17,0.70936,0.63161,1.48602,0.59915,0.5255,0.57193,0.4685,0.72461,0.69932,1.80918,0.000548489,0.000548489,0.000548489
71,1600.71,0.71065,0.63725,1.4753,0.5785,0.51377,0.56483,0.46387,0.7063,0.7123,1.77467,0.000544365,0.000544365,0.000544365
72,1623.59,0.7066,0.63485,1.47648,0.60314,0.57674,0.59499,0.48488,0.72317,0.69852,1.84848,0.000540242,0.000540242,0.000540242
73,1646.44,0.7015,0.61968,1.4652,0.61668,0.59468,0.6127,0.50351,0.70435,0.69791,1.74042,0.000536119,0.000536119,0.000536119
74,1668.8,0.70795,0.63381,1.48761,0.56643,0.57384,0.58173,0.48296,0.7097,0.7251,1.74322,0.000531995,0.000531995,0.000531995
75,1691.46,0.69859,0.61249,1.47171,0.67916,0.52589,0.57323,0.46881,0.70635,0.70403,1.80709,0.000527872,0.000527872,0.000527872
76,1713.92,0.6994,0.62356,1.46385,0.70655,0.53945,0.57263,0.46727,0.72019,0.72583,1.7912,0.000523749,0.000523749,0.000523749
77,1736.04,0.6976,0.61439,1.46755,0.5693,0.53309,0.5675,0.46304,0.71881,0.72066,1.78792,0.000519625,0.000519625,0.000519625
78,1758.68,0.7,0.60874,1.47418,0.69934,0.50682,0.5668,0.45966,0.7185,0.71688,1.76779,0.000515502,0.000515502,0.000515502
79,1781.36,0.69925,0.60942,1.47478,0.58073,0.56663,0.58217,0.47638,0.71213,0.72314,1.81615,0.000511379,0.000511379,0.000511379
80,1803.99,0.70678,0.61259,1.47805,0.53999,0.56683,0.56905,0.46111,0.70759,0.72374,1.7851,0.000507255,0.000507255,0.000507255
81,1826.39,0.69213,0.60179,1.46812,0.59808,0.53856,0.59056,0.48139,0.72214,0.7038,1.75746,0.000503132,0.000503132,0.000503132
82,1848.98,0.68699,0.602,1.4556,0.76676,0.54657,0.60202,0.49309,0.7197,0.708,1.73463,0.000499009,0.000499009,0.000499009
83,1871.53,0.68527,0.60367,1.47334,0.81161,0.5459,0.61912,0.51081,0.71321,0.7094,1.7647,0.000494885,0.000494885,0.000494885
84,1894.05,0.69694,0.61304,1.47896,0.71812,0.5953,0.59865,0.49447,0.70323,0.68913,1.78854,0.000490762,0.000490762,0.000490762
85,1916.78,0.68617,0.59469,1.4484,0.66263,0.56423,0.58033,0.47137,0.7144,0.69618,1.81033,0.000486639,0.000486639,0.000486639
86,1939.85,0.6781,0.58636,1.45372,0.55177,0.53135,0.56289,0.45628,0.71233,0.71628,1.74642,0.000482515,0.000482515,0.000482515
87,1962.99,0.67708,0.5811,1.46205,0.5194,0.5234,0.56861,0.46886,0.70351,0.72714,1.7961,0.000478392,0.000478392,0.000478392
88,1985.99,0.6818,0.60076,1.45231,0.50013,0.55379,0.55935,0.46124,0.70818,0.71942,1.84459,0.000474269,0.000474269,0.000474269
89,2009,0.67656,0.591,1.45833,0.54244,0.5299,0.57385,0.47331,0.7012,0.6908,1.79038,0.000470145,0.000470145,0.000470145
90,2032,0.68163,0.58536,1.44838,0.52378,0.59341,0.58964,0.48938,0.69711,0.6786,1.78137,0.000466022,0.000466022,0.000466022
91,2054.9,0.68584,0.5841,1.47122,0.80985,0.51071,0.62003,0.51007,0.70839,0.71122,1.77282,0.000461898,0.000461898,0.000461898
92,2077.55,0.67801,0.57891,1.4575,0.69405,0.54206,0.58112,0.48304,0.6998,0.69763,1.76142,0.000457775,0.000457775,0.000457775
93,2100.4,0.67617,0.57712,1.46376,0.59779,0.5386,0.59678,0.49014,0.69992,0.68377,1.78686,0.000453652,0.000453652,0.000453652
94,2123.31,0.67287,0.57738,1.46417,0.58969,0.47967,0.57033,0.46526,0.70322,0.74693,1.78518,0.000449528,0.000449528,0.000449528
95,2146.18,0.67321,0.57758,1.45538,0.58175,0.58349,0.61021,0.50843,0.70391,0.71044,1.77805,0.000445405,0.000445405,0.000445405
96,2168.76,0.6623,0.56755,1.44288,0.63091,0.50733,0.58484,0.48645,0.69371,0.69567,1.73781,0.000441282,0.000441282,0.000441282
97,2191.17,0.66211,0.56498,1.44031,0.66923,0.52511,0.59448,0.49,0.69551,0.69748,1.80036,0.000437158,0.000437158,0.000437158
98,2213.33,0.67064,0.5648,1.45387,0.6136,0.49212,0.57765,0.47564,0.70171,0.72337,1.78203,0.000433035,0.000433035,0.000433035
99,2235.33,0.66947,0.56691,1.45064,0.57711,0.57666,0.60528,0.49608,0.70933,0.69719,1.7621,0.000428912,0.000428912,0.000428912
100,2257.28,0.66269,0.56114,1.44362,0.62148,0.51415,0.57785,0.47148,0.71533,0.72374,1.76558,0.000424788,0.000424788,0.000424788
101,2279.22,0.66331,0.56631,1.42787,0.59068,0.53108,0.57194,0.46814,0.70174,0.73417,1.76922,0.000420665,0.000420665,0.000420665
102,2301.18,0.66182,0.5619,1.43955,0.81116,0.54096,0.61809,0.50898,0.69618,0.69141,1.76335,0.000416542,0.000416542,0.000416542
103,2323.06,0.65845,0.56034,1.44245,0.78423,0.54112,0.58167,0.47872,0.69653,0.72252,1.81292,0.000412418,0.000412418,0.000412418
104,2344.98,0.66086,0.56088,1.4331,0.72436,0.47541,0.56146,0.46072,0.68735,0.72006,1.75557,0.000408295,0.000408295,0.000408295
105,2366.93,0.65076,0.55576,1.43207,0.80295,0.47811,0.56224,0.46002,0.70418,0.73536,1.79637,0.000404172,0.000404172,0.000404172
106,2389.02,0.66103,0.55923,1.44293,0.54412,0.51329,0.56909,0.46996,0.70752,0.71043,1.80082,0.000400048,0.000400048,0.000400048
107,2411.41,0.65242,0.5516,1.45502,0.54986,0.56546,0.57056,0.47004,0.69894,0.70628,1.76244,0.000395925,0.000395925,0.000395925
108,2433.86,0.66347,0.55545,1.44022,0.59102,0.55766,0.58344,0.47799,0.70445,0.70237,1.75592,0.000391802,0.000391802,0.000391802
109,2456.32,0.64821,0.54723,1.43833,0.57923,0.54185,0.57878,0.48033,0.69821,0.72545,1.77169,0.000387678,0.000387678,0.000387678
110,2478.77,0.64861,0.54795,1.42252,0.55743,0.55248,0.57966,0.47869,0.69529,0.7048,1.78635,0.000383555,0.000383555,0.000383555
111,2501.2,0.64059,0.54023,1.41884,0.74067,0.49683,0.58239,0.48385,0.6906,0.74611,1.7581,0.000379431,0.000379431,0.000379431
112,2523.52,0.65395,0.55374,1.44819,0.77054,0.51811,0.58651,0.48155,0.6944,0.70873,1.75628,0.000375308,0.000375308,0.000375308
113,2545.9,0.64881,0.5468,1.43022,0.5402,0.49707,0.55894,0.45736,0.70315,0.72874,1.80011,0.000371185,0.000371185,0.000371185
114,2568.23,0.65176,0.54949,1.42773,0.57368,0.48884,0.55766,0.45579,0.69559,0.72393,1.77342,0.000367061,0.000367061,0.000367061
115,2590.45,0.63583,0.53493,1.42488,0.52426,0.51026,0.56688,0.46567,0.69717,0.72623,1.76876,0.000362938,0.000362938,0.000362938
116,2612.65,0.64438,0.53661,1.42292,0.69805,0.51319,0.56622,0.46304,0.70227,0.71697,1.79677,0.000358815,0.000358815,0.000358815
117,2634.88,0.64645,0.5333,1.43069,0.7579,0.47062,0.56045,0.45924,0.69633,0.72823,1.78041,0.000354691,0.000354691,0.000354691
118,2657.05,0.64231,0.53066,1.43535,0.7305,0.47942,0.56436,0.46298,0.69876,0.71062,1.77612,0.000350568,0.000350568,0.000350568
119,2679.2,0.63574,0.5252,1.43489,0.73765,0.49531,0.56581,0.46124,0.69811,0.71923,1.799,0.000346445,0.000346445,0.000346445
120,2701.3,0.63947,0.53751,1.43205,0.73868,0.47045,0.56341,0.46128,0.70236,0.74374,1.79472,0.000342321,0.000342321,0.000342321
121,2723.3,0.64124,0.53561,1.42427,0.57398,0.50486,0.56138,0.45943,0.69375,0.7224,1.79293,0.000338198,0.000338198,0.000338198
122,2745.31,0.63829,0.53561,1.41914,0.58342,0.52544,0.56538,0.46794,0.69324,0.71931,1.7628,0.000334075,0.000334075,0.000334075
123,2767.29,0.63608,0.52989,1.41339,0.65395,0.48529,0.56141,0.46578,0.69551,0.74533,1.77345,0.000329951,0.000329951,0.000329951
124,2789.24,0.63355,0.52511,1.42003,0.64505,0.50552,0.5813,0.48674,0.6866,0.7149,1.74143,0.000325828,0.000325828,0.000325828
