block_id,point_count,BLOCKCE20,TRACT_ID,TRACT_ID,TRACT_ID,TRACT_ID
530330022004007,14,4007,53033002200,53033002200,53033002200,53033002200
530330047013006,14,3006,53033004701,53033004701,53033004701,53033004701
530330016003012,13,3012,53033001600,53033001600,53033001600,53033001600
530330085001004,13,1004,53033008500,53033008500,53033008500,53033008500
530330017011015,13,1015,53033001701,53033001701,53033001701,53033001701
530330071012003,13,2003,53033007101,53033007101,53033007101,53033007101
530330057001019,13,1019,53033005700,53033005700,53033005700,53033005700
530330070013004,13,3004,53033007001,53033007001,53033007001,53033007001
530330046001000,13,1000,53033004600,53033004600,53033004600,53033004600
530330058014001,13,4001,53033005801,53033005801,53033005801,53033005801
530330025002012,13,2012,53033002500,53033002500,53033002500,53033002500
530330060004016,13,4016,53033006000,53033006000,53033006000,53033006000
530330045001014,13,1014,53033004500,53033004500,53033004500,53033004500
530330073032002,13,2002,53033007303,53033007303,53033007303,53033007303
530330054012002,13,2002,53033005401,53033005401,53033005401,53033005401
530330053052006,13,2006,53033005305,53033005305,53033005305,53033005305
530330018002013,13,2013,53033001800,53033001800,53033001800,53033001800
530330030002004,13,2004,53033003000,53033003000,53033003000,53033003000
530330053061005,13,1005,53033005306,53033005306,53033005306,53033005306
530330044012019,13,2019,53033004401,53033004401,53033004401,53033004401
530330066001014,12,1014,53033006600,53033006600,53033006600,53033006600
530330067013007,12,3007,53033006701,53033006701,53033006701,53033006701
530330047033028,12,3028,53033004703,53033004703,53033004703,53033004703
530330081022006,12,2006,53033008102,53033008102,53033008102,53033008102
530330054013024,12,3024,53033005401,53033005401,53033005401,53033005401
530330060004004,12,4004,53033006000,53033006000,53033006000,53033006000
530330053032009,12,2009,53033005303,53033005303,53033005303,53033005303
530330052021002,12,1002,53033005202,53033005202,53033005202,53033005202
530330047032016,12,2016,53033004703,53033004703,53033004703,53033004703
530330058041026,12,1026,53033005804,53033005804,53033005804,53033005804
530330031001016,12,1016,53033003100,53033003100,53033003100,53033003100
530330085002013,11,2013,53033008500,53033008500,53033008500,53033008500
530330079021005,11,1005,53033007902,53033007902,53033007902,53033007902
530330017021009,11,1009,53033001702,53033001702,53033001702,53033001702
530330075032000,11,2000,53033007503,53033007503,53033007503,53033007503
530330087001022,11,1022,53033008700,53033008700,53033008700,53033008700
530330013003023,11,3023,53033001300,53033001300,53033001300,53033001300
530330066001023,11,1023,53033006600,53033006600,53033006600,53033006600
530330040001018,11,1018,53033004000,53033004000,53033004000,53033004000
530330041013002,11,3002,53033004101,53033004101,53033004101,53033004101
530330040001006,11,1006,53033004000,53033004000,53033004000,53033004000
530330018002003,11,2003,53033001800,53033001800,53033001800,53033001800
530330053051000,11,1000,53033005305,53033005305,53033005305,53033005305
530330063001023,11,1023,53033006300,53033006300,53033006300,53033006300
530330072032011,11,2011,53033007203,53033007203,53033007203,53033007203
530330087001010,10,1010,53033008700,53033008700,53033008700,53033008700
530330053032021,10,2021,53033005303,53033005303,53033005303,53033005303
530330038001000,10,1000,53033003800,53033003800,53033003800,53033003800
530330017012015,10,2015,53033001701,53033001701,53033001701,53033001701
530330016003014,10,3014,53033001600,53033001600,53033001600,53033001600
530330042021019,10,1019,53033004202,53033004202,53033004202,53033004202
530330053031007,10,1007,53033005303,53033005303,53033005303,53033005303
530330053061008,10,1008,53033005306,53033005306,53033005306,53033005306
530330054012005,10,2005,53033005401,53033005401,53033005401,53033005401
530330071022001,10,2001,53033007102,53033007102,53033007102,53033007102
530330053071002,10,1002,53033005307,53033005307,53033005307,53033005307
530330072032016,10,2016,53033007203,53033007203,53033007203,53033007203
530330060004009,10,4009,53033006000,53033006000,53033006000,53033006000
530330058014039,10,4039,53033005801,53033005801,53033005801,53033005801
530330058012005,10,2005,53033005801,53033005801,53033005801,53033005801
530330058014041,10,4041,53033005801,53033005801,53033005801,53033005801
530330044012008,10,2008,53033004401,53033004401,53033004401,53033004401
530330088001001,10,1001,53033008800,53033008800,53033008800,53033008800
530330073021007,10,1007,53033007302,53033007302,53033007302,53033007302
530330043011003,10,1003,53033004301,53033004301,53033004301,53033004301
530330032011018,10,1018,53033003201,53033003201,53033003201,53033003201
530330074051000,10,1000,53033007405,53033007405,53033007405,53033007405
530330025001011,10,1011,53033002500,53033002500,53033002500,53033002500
530330050002009,10,2009,53033005000,53033005000,53033005000,53033005000
530330058014006,10,4006,53033005801,53033005801,53033005801,53033005801
530330047032003,9,2003,53033004703,53033004703,53033004703,53033004703
530330086003003,9,3003,53033008600,53033008600,53033008600,53033008600
530330032011003,9,1003,53033003201,53033003201,53033003201,53033003201
530330019004015,9,4015,53033001900,53033001900,53033001900,53033001900
530330085001001,9,1001,53033008500,53033008500,53033008500,53033008500
530330053061000,9,1000,53033005306,53033005306,53033005306,53033005306
530330054013022,9,3022,53033005401,53033005401,53033005401,53033005401
530330058012002,9,2002,53033005801,53033005801,53033005801,53033005801
530330024001008,9,1008,53033002400,53033002400,53033002400,53033002400
530330053032014,9,2014,53033005303,53033005303,53033005303,53033005303
530330071021002,9,1002,53033007102,53033007102,53033007102,53033007102
530330039002001,9,2001,53033003900,53033003900,53033003900,53033003900
530330047032018,9,2018,53033004703,53033004703,53033004703,53033004703
530330044021005,9,1005,53033004402,53033004402,53033004402,53033004402
530330050001044,9,1044,53033005000,53033005000,53033005000,53033005000
530330072032015,9,2015,53033007203,53033007203,53033007203,53033007203
530330058042000,9,2000,53033005804,53033005804,53033005804,53033005804
530330072032001,9,2001,53033007203,53033007203,53033007203,53033007203
530330047032010,9,2010,53033004703,53033004703,53033004703,53033004703
530330067031009,9,1009,53033006703,53033006703,53033006703,53033006703
530330056003037,9,3037,53033005600,53033005600,53033005600,53033005600
530330040001005,9,1005,53033004000,53033004000,53033004000,53033004000
530330053032025,9,2025,53033005303,53033005303,53033005303,53033005303
530330053031001,9,1001,53033005303,53033005303,53033005303,53033005303
530330058014002,9,4002,53033005801,53033005801,53033005801,53033005801
530330059011003,9,1003,53033005901,53033005901,53033005901,53033005901
530330081022036,9,2036,53033008102,53033008102,53033008102,53033008102
530330026003009,8,3009,53033002600,53033002600,53033002600,53033002600
530330053032020,8,2020,53033005303,53033005303,53033005303,53033005303
530330064003015,8,3015,53033006400,53033006400,53033006400,53033006400
530330043022003,8,2003,53033004302,53033004302,53033004302,53033004302
530330073022005,8,2005,53033007302,53033007302,53033007302,53033007302
530330077004013,8,4013,53033007700,53033007700,53033007700,53033007700
530330059013012,8,3012,53033005901,53033005901,53033005901,53033005901
530330050001038,8,1038,53033005000,53033005000,53033005000,53033005000
530330053061007,8,1007,53033005306,53033005306,53033005306,53033005306
530330027004015,8,4015,53033002700,53033002700,53033002700,53033002700
530330029001019,8,1019,53033002900,53033002900,53033002900,53033002900
530330074051003,8,1003,53033007405,53033007405,53033007405,53033007405
530330072012004,8,2004,53033007201,53033007201,53033007201,53033007201
530330061002000,8,2000,53033006100,53033006100,53033006100,53033006100
530330032011022,8,1022,53033003201,53033003201,53033003201,53033003201
530330045001002,8,1002,53033004500,53033004500,53033004500,53033004500
530330057005001,8,5001,53033005700,53033005700,53033005700,53033005700
530330020003008,8,3008,53033002000,53033002000,53033002000,53033002000
530330052011020,8,1020,53033005201,53033005201,53033005201,53033005201
530330057004003,8,4003,53033005700,53033005700,53033005700,53033005700
530330065002012,8,2012,53033006500,53033006500,53033006500,53033006500
530330084013004,8,3004,53033008401,53033008401,53033008401,53033008401
530330047032024,8,2024,53033004703,53033004703,53033004703,53033004703
530330044021006,8,1006,53033004402,53033004402,53033004402,53033004402
530330047013008,8,3008,53033004701,53033004701,53033004701,53033004701
530330060004018,8,4018,53033006000,53033006000,53033006000,53033006000
530330066001018,8,1018,53033006600,53033006600,53033006600,53033006600
530330047013007,7,3007,53033004701,53033004701,53033004701,53033004701
530330040001008,7,1008,53033004000,53033004000,53033004000,53033004000
530330071021005,7,1005,53033007102,53033007102,53033007102,53033007102
530330057003004,7,3004,53033005700,53033005700,53033005700,53033005700
530330038001009,7,1009,53033003800,53033003800,53033003800,53033003800
530330062001042,7,1042,53033006200,53033006200,53033006200,53033006200
530330079012005,7,2005,53033007901,53033007901,53033007901,53033007901
530330072022005,7,2005,53033007202,53033007202,53033007202,53033007202
530330066001017,7,1017,53033006600,53033006600,53033006600,53033006600
530330062001043,7,1043,53033006200,53033006200,53033006200,53033006200
530330082001004,7,1004,53033008200,53033008200,53033008200,53033008200
530330057003013,7,3013,53033005700,53033005700,53033005700,53033005700
530330061002025,7,2025,53033006100,53033006100,53033006100,53033006100
530330027004013,7,4013,53033002700,53033002700,53033002700,53033002700
530330017011002,7,1002,53033001701,53033001701,53033001701,53033001701
530330031005000,7,5000,53033003100,53033003100,53033003100,53033003100
530330047032001,7,2001,53033004703,53033004703,53033004703,53033004703
530330044023000,7,3000,53033004402,53033004402,53033004402,53033004402
530330079023003,7,3003,53033007902,53033007902,53033007902,53033007902
530330032011001,7,1001,53033003201,53033003201,53033003201,53033003201
530330016002006,7,2006,53033001600,53033001600,53033001600,53033001600
530330027004024,7,4024,53033002700,53033002700,53033002700,53033002700
530330052011019,7,1019,53033005201,53033005201,53033005201,53033005201
530330078001035,7,1035,53033007800,53033007800,53033007800,53033007800
530330086001010,7,1010,53033008600,53033008600,53033008600,53033008600
530330017023004,7,3004,53033001702,53033001702,53033001702,53033001702
530330016003003,7,3003,53033001600,53033001600,53033001600,53033001600
530330058014029,7,4029,53033005801,53033005801,53033005801,53033005801
530330053032007,7,2007,53033005303,53033005303,53033005303,53033005303
530330048003036,7,3036,53033004800,53033004800,53033004800,53033004800
530330081021011,7,1011,53033008102,53033008102,53033008102,53033008102
530330029001002,7,1002,53033002900,53033002900,53033002900,53033002900
530330042023002,7,3002,53033004202,53033004202,53033004202,53033004202
530330075031003,7,1003,53033007503,53033007503,53033007503,53033007503
530330054011002,7,1002,53033005401,53033005401,53033005401,53033005401
530330036023015,7,3015,53033003602,53033003602,53033003602,53033003602
530330060004015,7,4015,53033006000,53033006000,53033006000,53033006000
530330048004012,7,4012,53033004800,53033004800,53033004800,53033004800
530330071021006,7,1006,53033007102,53033007102,53033007102,53033007102
530330041011001,7,1001,53033004101,53033004101,53033004101,53033004101
530330051001002,7,1002,53033005100,53033005100,53033005100,53033005100
530330070022017,7,2017,53033007002,53033007002,53033007002,53033007002
530330065002001,7,2001,53033006500,53033006500,53033006500,53033006500
530330086002003,7,2003,53033008600,53033008600,53033008600,53033008600
530330019004006,6,4006,53033001900,53033001900,53033001900,53033001900
530330071021008,6,1008,53033007102,53033007102,53033007102,53033007102
530330084011005,6,1005,53033008401,53033008401,53033008401,53033008401
530330082001000,6,1000,53033008200,53033008200,53033008200,53033008200
530330084011004,6,1004,53033008401,53033008401,53033008401,53033008401
530330087003017,6,3017,53033008700,53033008700,53033008700,53033008700
530330022002010,6,2010,53033002200,53033002200,53033002200,53033002200
530330018002006,6,2006,53033001800,53033001800,53033001800,53033001800
530330039001022,6,1022,53033003900,53033003900,53033003900,53033003900
530330041023001,6,3001,53033004102,53033004102,53033004102,53033004102
530330072031003,6,1003,53033007203,53033007203,53033007203,53033007203
530330071012005,6,2005,53033007101,53033007101,53033007101,53033007101
530330071021003,6,1003,53033007102,53033007102,53033007102,53033007102
530330054013016,6,3016,53033005401,53033005401,53033005401,53033005401
530330058041027,6,1027,53033005804,53033005804,53033005804,53033005804
530330066002013,6,2013,53033006600,53033006600,53033006600,53033006600
530330063003014,6,3014,53033006300,53033006300,53033006300,53033006300
530330058041008,6,1008,53033005804,53033005804,53033005804,53033005804
530330066001016,6,1016,53033006600,53033006600,53033006600,53033006600
530330036021015,6,1015,53033003602,53033003602,53033003602,53033003602
530330087001004,6,1004,53033008700,53033008700,53033008700,53033008700
530330054013005,6,3005,53033005401,53033005401,53033005401,53033005401
530330059011018,6,1018,53033005901,53033005901,53033005901,53033005901
530330047013009,6,3009,53033004701,53033004701,53033004701,53033004701
530330067021000,6,1000,53033006702,53033006702,53033006702,53033006702
530330067033003,6,3003,53033006703,53033006703,53033006703,53033006703
530330052011021,6,1021,53033005201,53033005201,53033005201,53033005201
530330086001012,6,1012,53033008600,53033008600,53033008600,53033008600
530330016003004,6,3004,53033001600,53033001600,53033001600,53033001600
530330074051004,6,1004,53033007405,53033007405,53033007405,53033007405
530330073011009,6,1009,53033007301,53033007301,53033007301,53033007301
530330028004004,6,4004,53033002800,53033002800,53033002800,53033002800
530330052021000,6,1000,53033005202,53033005202,53033005202,53033005202
530330051001026,6,1026,53033005100,53033005100,53033005100,53033005100
530330019001019,6,1019,53033001900,53033001900,53033001900,53033001900
530330022004013,6,4013,53033002200,53033002200,53033002200,53033002200
530330030002014,6,2014,53033003000,53033003000,53033003000,53033003000
530330067023007,6,3007,53033006702,53033006702,53033006702,53033006702
530330079021003,6,1003,53033007902,53033007902,53033007902,53033007902
530330073023002,6,3002,53033007302,53033007302,53033007302,53033007302
530330043021010,6,1010,53033004302,53033004302,53033004302,53033004302
530330072031021,6,1021,53033007203,53033007203,53033007203,53033007203
530330075013014,6,3014,53033007501,53033007501,53033007501,53033007501
530330022002001,6,2001,53033002200,53033002200,53033002200,53033002200
530330047012001,6,2001,53033004701,53033004701,53033004701,53033004701
530330047021006,6,1006,53033004702,53033004702,53033004702,53033004702
530330015001013,6,1013,53033001500,53033001500,53033001500,53033001500
530330032011005,6,1005,53033003201,53033003201,53033003201,53033003201
530330076003007,6,3007,53033007600,53033007600,53033007600,53033007600
530330071022003,6,2003,53033007102,53033007102,53033007102,53033007102
530330047032029,6,2029,53033004703,53033004703,53033004703,53033004703
530330047033019,6,3019,53033004703,53033004703,53033004703,53033004703
530330074032005,5,2005,53033007403,53033007403,53033007403,53033007403
530330047033024,5,3024,53033004703,53033004703,53033004703,53033004703
530330047033015,5,3015,53033004703,53033004703,53033004703,53033004703
530330017024010,5,4010,53033001702,53033001702,53033001702,53033001702
530330032013005,5,3005,53033003201,53033003201,53033003201,53033003201
530330047023002,5,3002,53033004702,53033004702,53033004702,53033004702
530330047031014,5,1014,53033004703,53033004703,53033004703,53033004703
530330044012005,5,2005,53033004401,53033004401,53033004401,53033004401
530330041013004,5,3004,53033004101,53033004101,53033004101,53033004101
530330072031019,5,1019,53033007203,53033007203,53033007203,53033007203
530330021003003,5,3003,53033002100,53033002100,53033002100,53033002100
530330063004028,5,4028,53033006300,53033006300,53033006300,53033006300
530330070023013,5,3013,53033007002,53033007002,53033007002,53033007002
530330070023014,5,3014,53033007002,53033007002,53033007002,53033007002
530330074051005,5,1005,53033007405,53033007405,53033007405,53033007405
530330053052004,5,2004,53033005305,53033005305,53033005305,53033005305
530330049013010,5,3010,53033004901,53033004901,53033004901,53033004901
530330053032010,5,2010,53033005303,53033005303,53033005303,53033005303
530330021003011,5,3011,53033002100,53033002100,53033002100,53033002100
530330053031002,5,1002,53033005303,53033005303,53033005303,53033005303
530330083001010,5,1010,53033008300,53033008300,53033008300,53033008300
530330047033003,5,3003,53033004703,53033004703,53033004703,53033004703
530330073011008,5,1008,53033007301,53033007301,53033007301,53033007301
530330027001018,5,1018,53033002700,53033002700,53033002700,53033002700
530330027002027,5,2027,53033002700,53033002700,53033002700,53033002700
530330058014005,5,4005,53033005801,53033005801,53033005801,53033005801
530330052012014,5,2014,53033005201,53033005201,53033005201,53033005201
530330086002004,5,2004,53033008600,53033008600,53033008600,53033008600
530330036022010,5,2010,53033003602,53033003602,53033003602,53033003602
530330058012003,5,2003,53033005801,53033005801,53033005801,53033005801
530330053032023,5,2023,53033005303,53033005303,53033005303,53033005303
530330032011006,5,1006,53033003201,53033003201,53033003201,53033003201
530330047032007,5,2007,53033004703,53033004703,53033004703,53033004703
530330033023005,5,3005,53033003302,53033003302,53033003302,53033003302
530330056005004,5,5004,53033005600,53033005600,53033005600,53033005600
530330062002015,5,2015,53033006200,53033006200,53033006200,53033006200
530330067032005,5,2005,53033006703,53033006703,53033006703,53033006703
530330024001023,5,1023,53033002400,53033002400,53033002400,53033002400
530330057001024,5,1024,53033005700,53033005700,53033005700,53033005700
530330063004001,5,4001,53033006300,53033006300,53033006300,53033006300
530330058041017,5,1017,53033005804,53033005804,53033005804,53033005804
530330054022007,5,2007,53033005402,53033005402,53033005402,53033005402
530330036023000,5,3000,53033003602,53033003602,53033003602,53033003602
530330054013023,5,3023,53033005401,53033005401,53033005401,53033005401
530330061004003,5,4003,53033006100,53033006100,53033006100,53033006100
530330034002012,5,2012,53033003400,53033003400,53033003400,53033003400
530330060002006,5,2006,53033006000,53033006000,53033006000,53033006000
530330061003007,5,3007,53033006100,53033006100,53033006100,53033006100
530330036013006,5,3006,53033003601,53033003601,53033003601,53033003601
530330052022011,5,2011,53033005202,53033005202,53033005202,53033005202
530330058014007,5,4007,53033005801,53033005801,53033005801,53033005801
530330051001025,5,1025,53033005100,53033005100,53033005100,53033005100
530330076001008,5,1008,53033007600,53033007600,53033007600,53033007600
530330087001025,5,1025,53033008700,53033008700,53033008700,53033008700
530330039001017,5,1017,53033003900,53033003900,53033003900,53033003900
530330061001014,5,1014,53033006100,53033006100,53033006100,53033006100
530330059013014,5,3014,53033005901,53033005901,53033005901,53033005901
530330060004007,5,4007,53033006000,53033006000,53033006000,53033006000
530330083002011,5,2011,53033008300,53033008300,53033008300,53033008300
530330079012004,5,2004,53033007901,53033007901,53033007901,53033007901
530330014004018,5,4018,53033001400,53033001400,53033001400,53033001400
530330021003008,5,3008,53033002100,53033002100,53033002100,53033002100
530330081021016,4,1016,53033008102,53033008102,53033008102,53033008102
530330013003022,4,3022,53033001300,53033001300,53033001300,53033001300
530330021002002,4,2002,53033002100,53033002100,53033002100,53033002100
530330061004006,4,4006,53033006100,53033006100,53033006100,53033006100
530330059012003,4,2003,53033005901,53033005901,53033005901,53033005901
530330042023020,4,3020,53033004202,53033004202,53033004202,53033004202
530330033023007,4,3007,53033003302,53033003302,53033003302,53033003302
530330036023014,4,3014,53033003602,53033003602,53033003602,53033003602
530330038002013,4,2013,53033003800,53033003800,53033003800,53033003800
530330038001002,4,1002,53033003800,53033003800,53033003800,53033003800
530330079012008,4,2008,53033007901,53033007901,53033007901,53033007901
530330058014009,4,4009,53033005801,53033005801,53033005801,53033005801
530330047033037,4,3037,53033004703,53033004703,53033004703,53033004703
530330047033038,4,3038,53033004703,53033004703,53033004703,53033004703
530330059011019,4,1019,53033005901,53033005901,53033005901,53033005901
530330053031003,4,1003,53033005303,53033005303,53033005303,53033005303
530330052022001,4,2001,53033005202,53033005202,53033005202,53033005202
530330067032001,4,2001,53033006703,53033006703,53033006703,53033006703
530330068002004,4,2004,53033006800,53033006800,53033006800,53033006800
530330025001014,4,1014,53033002500,53033002500,53033002500,53033002500
530330022004006,4,4006,53033002200,53033002200,53033002200,53033002200
530330061005010,4,5010,53033006100,53033006100,53033006100,53033006100
530330059021008,4,1008,53033005902,53033005902,53033005902,53033005902
530330062002001,4,2001,53033006200,53033006200,53033006200,53033006200
530330049012014,4,2014,53033004901,53033004901,53033004901,53033004901
530330060001003,4,1003,53033006000,53033006000,53033006000,53033006000
530330047012005,4,2005,53033004701,53033004701,53033004701,53033004701
530330060002017,4,2017,53033006000,53033006000,53033006000,53033006000
530330062002004,4,2004,53033006200,53033006200,53033006200,53033006200
530330032023004,4,3004,53033003202,53033003202,53033003202,53033003202
530330039001005,4,1005,53033003900,53033003900,53033003900,53033003900
530330067033005,4,3005,53033006703,53033006703,53033006703,53033006703
530330047033025,4,3025,53033004703,53033004703,53033004703,53033004703
530330028004003,4,4003,53033002800,53033002800,53033002800,53033002800
530330076002005,4,2005,53033007600,53033007600,53033007600,53033007600
530330047032017,4,2017,53033004703,53033004703,53033004703,53033004703
530330045001013,4,1013,53033004500,53033004500,53033004500,53033004500
530330070011013,4,1013,53033007001,53033007001,53033007001,53033007001
530330067021007,4,1007,53033006702,53033006702,53033006702,53033006702
530330058014012,4,4012,53033005801,53033005801,53033005801,53033005801
530330076003004,4,3004,53033007600,53033007600,53033007600,53033007600
530330077004000,4,4000,53033007700,53033007700,53033007700,53033007700
530330073022001,4,2001,53033007302,53033007302,53033007302,53033007302
530330051001012,4,1012,53033005100,53033005100,53033005100,53033005100
530330053062004,4,2004,53033005306,53033005306,53033005306,53033005306
530330070023001,4,3001,53033007002,53033007002,53033007002,53033007002
530330066001025,4,1025,53033006600,53033006600,53033006600,53033006600
530330065002005,4,2005,53033006500,53033006500,53033006500,53033006500
530330032021019,4,1019,53033003202,53033003202,53033003202,53033003202
530330047012015,4,2015,53033004701,53033004701,53033004701,53033004701
530330076003010,4,3010,53033007600,53033007600,53033007600,53033007600
530330071012002,4,2002,53033007101,53033007101,53033007101,53033007101
530330075022006,4,2006,53033007502,53033007502,53033007502,53033007502
530330067023010,4,3010,53033006702,53033006702,53033006702,53033006702
530330067022004,4,2004,53033006702,53033006702,53033006702,53033006702
530330082002000,4,2000,53033008200,53033008200,53033008200,53033008200
530330018003012,4,3012,53033001800,53033001800,53033001800,53033001800
530330022003021,4,3021,53033002200,53033002200,53033002200,53033002200
530330053071001,4,1001,53033005307,53033005307,53033005307,53033005307
530330086002015,4,2015,53033008600,53033008600,53033008600,53033008600
530330082002008,4,2008,53033008200,53033008200,53033008200,53033008200
530330059012001,4,2001,53033005901,53033005901,53033005901,53033005901
530330049022010,4,2010,53033004902,53033004902,53033004902,53033004902
530330081022027,4,2027,53033008102,53033008102,53033008102,53033008102
530330053031005,4,1005,53033005303,53033005303,53033005303,53033005303
530330058014008,4,4008,53033005801,53033005801,53033005801,53033005801
530330081022034,4,2034,53033008102,53033008102,53033008102,53033008102
530330087001021,4,1021,53033008700,53033008700,53033008700,53033008700
530330017011005,4,1005,53033001701,53033001701,53033001701,53033001701
530330047032002,4,2002,53033004703,53033004703,53033004703,53033004703
530330044022000,4,2000,53033004402,53033004402,53033004402,53033004402
530330032011025,4,1025,53033003201,53033003201,53033003201,53033003201
530330079011008,4,1008,53033007901,53033007901,53033007901,53033007901
530330047013005,4,3005,53033004701,53033004701,53033004701,53033004701
530330020002013,4,2013,53033002000,53033002000,53033002000,53033002000
530330017022004,4,2004,53033001702,53033001702,53033001702,53033001702
530330019002018,4,2018,53033001900,53033001900,53033001900,53033001900
530330016003008,4,3008,53033001600,53033001600,53033001600,53033001600
530330075031008,4,1008,53033007503,53033007503,53033007503,53033007503
530330073011001,4,1001,53033007301,53033007301,53033007301,53033007301
530330047033023,4,3023,53033004703,53033004703,53033004703,53033004703
530330049011017,4,1017,53033004901,53033004901,53033004901,53033004901
530330058032009,4,2009,53033005803,53033005803,53033005803,53033005803
530330087002015,3,2015,53033008700,53033008700,53033008700,53033008700
530330035003020,3,3020,53033003500,53033003500,53033003500,53033003500
530330085001011,3,1011,53033008500,53033008500,53033008500,53033008500
530330085003001,3,3001,53033008500,53033008500,53033008500,53033008500
530330034003015,3,3015,53033003400,53033003400,53033003400,53033003400
530330085001020,3,1020,53033008500,53033008500,53033008500,53033008500
530330048003043,3,3043,53033004800,53033004800,53033004800,53033004800
530330036022008,3,2008,53033003602,53033003602,53033003602,53033003602
530330026002017,3,2017,53033002600,53033002600,53033002600,53033002600
530330029002011,3,2011,53033002900,53033002900,53033002900,53033002900
530330059013005,3,3005,53033005901,53033005901,53033005901,53033005901
530330036021016,3,1016,53033003602,53033003602,53033003602,53033003602
