epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,5282.36,0.52709,0.43575,1.35932,0.78107,0.65179,0.70308,0.62357,0.54404,0.57987,1.58868,0.0007435,0.0007435,0.0007435
189,5310.53,0.53163,0.43944,1.3605,0.77585,0.65367,0.70402,0.62443,0.54367,0.58016,1.58874,0.000694,0.000694,0.000694
190,5338.72,0.52589,0.43395,1.36326,0.77441,0.65327,0.70379,0.6244,0.54373,0.58117,1.5885,0.0006445,0.0006445,0.0006445
191,5367.63,0.43897,0.34004,1.36761,0.77468,0.6507,0.70382,0.62425,0.54352,0.58094,1.58839,0.000595,0.000595,0.000595
192,5395.93,0.432,0.32751,1.36842,0.77303,0.65253,0.70369,0.62469,0.54335,0.58117,1.58798,0.0005455,0.0005455,0.0005455
193,5424.79,0.42254,0.32017,1.35224,0.77632,0.64869,0.70312,0.62413,0.54324,0.58194,1.58785,0.000496,0.000496,0.000496
194,5453.22,0.42283,0.32179,1.3559,0.73446,0.68212,0.70296,0.62443,0.54306,0.58202,1.5881,0.0004465,0.0004465,0.0004465
195,5482.01,0.41803,0.3192,1.34713,0.73762,0.68066,0.70309,0.62436,0.54345,0.58276,1.58871,0.000397,0.000397,0.000397
196,5511.23,0.41793,0.31703,1.3367,0.73834,0.68024,0.70336,0.62436,0.54377,0.58307,1.58953,0.0003475,0.0003475,0.0003475
197,5540.26,0.41953,0.31663,1.3422,0.74204,0.67892,0.70331,0.62405,0.54376,0.58347,1.58998,0.000298,0.000298,0.000298
198,5569.14,0.41445,0.31332,1.34554,0.74343,0.67746,0.70281,0.62328,0.54378,0.58368,1.5908,0.0002485,0.0002485,0.0002485
199,5598.42,0.41265,0.31093,1.35579,0.74693,0.67497,0.70374,0.62359,0.54388,0.58421,1.59148,0.000199,0.000199,0.000199
200,5627.69,0.41451,0.3105,1.3444,0.74715,0.67589,0.70309,0.62317,0.54383,0.58461,1.59161,0.0001495,0.0001495,0.0001495
