epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,431.826,0.83916,0.84639,1.56555,0.75084,0.58185,0.66935,0.56079,0.68061,0.66595,1.68529,0.009307,0.009307,0.009307
16,459.626,0.83138,0.84144,1.57135,0.78598,0.53497,0.646,0.546,0.68158,0.66642,1.67794,0.0092575,0.0092575,0.0092575
17,487.386,0.83115,0.83702,1.55763,0.68459,0.63193,0.65619,0.55114,0.69132,0.70352,1.68001,0.009208,0.009208,0.009208
18,515.158,0.81831,0.81764,1.55076,0.73306,0.61076,0.6498,0.54533,0.69101,0.67713,1.67005,0.0091585,0.0091585,0.0091585
19,542.973,0.82141,0.8294,1.5594,0.73,0.58463,0.65838,0.55078,0.6872,0.66091,1.69583,0.009109,0.009109,0.009109
20,571.349,0.81326,0.81046,1.55467,0.71591,0.64199,0.66992,0.56647,0.66762,0.66051,1.68278,0.0090595,0.0090595,0.0090595
21,599.133,0.80437,0.79899,1.54127,0.75662,0.60769,0.66641,0.56368,0.68045,0.66536,1.68721,0.00901,0.00901,0.00901
22,627.411,0.79645,0.7935,1.54334,0.73185,0.64022,0.69476,0.58404,0.66933,0.64015,1.66936,0.0089605,0.0089605,0.0089605
23,655.233,0.78861,0.78312,1.53653,0.70504,0.64899,0.67111,0.56779,0.67593,0.64833,1.65117,0.008911,0.008911,0.008911
24,683.026,0.79255,0.79108,1.54138,0.71414,0.65553,0.68572,0.58392,0.64958,0.63707,1.65276,0.0088615,0.0088615,0.0088615
25,710.824,0.7859,0.77986,1.53161,0.74049,0.59567,0.67269,0.57551,0.65216,0.64759,1.63758,0.008812,0.008812,0.008812
26,738.584,0.78165,0.77571,1.53147,0.75526,0.65746,0.69821,0.59486,0.64497,0.63407,1.63018,0.0087625,0.0087625,0.0087625
27,766.395,0.78087,0.77163,1.52646,0.74516,0.62919,0.68692,0.57434,0.65375,0.64985,1.66979,0.008713,0.008713,0.008713
28,794.172,0.779,0.76276,1.52133,0.785,0.59297,0.69127,0.58888,0.64411,0.621,1.64157,0.0086635,0.0086635,0.0086635
29,821.991,0.77272,0.76479,1.54254,0.77579,0.61368,0.68466,0.58557,0.64409,0.62494,1.65502,0.008614,0.008614,0.008614
30,849.793,0.75962,0.75691,1.50779,0.70248,0.67613,0.70428,0.60448,0.62906,0.60567,1.63051,0.0085645,0.0085645,0.0085645
31,878.315,0.75717,0.74734,1.5108,0.73145,0.65173,0.69616,0.58995,0.63558,0.62559,1.67722,0.008515,0.008515,0.008515
32,907.001,0.766,0.75395,1.52645,0.82711,0.65519,0.73465,0.62613,0.62705,0.61223,1.65237,0.0084655,0.0084655,0.0084655
33,934.929,0.76655,0.74767,1.51458,0.75169,0.64537,0.71616,0.60986,0.64068,0.62424,1.66517,0.008416,0.008416,0.008416
34,962.834,0.75717,0.74456,1.52746,0.7012,0.66653,0.69638,0.59995,0.61989,0.60221,1.63329,0.0083665,0.0083665,0.0083665
35,990.71,0.75184,0.73992,1.52376,0.79321,0.63817,0.71475,0.61677,0.61842,0.61192,1.65722,0.008317,0.008317,0.008317
36,1018.58,0.75236,0.73755,1.51281,0.77962,0.63334,0.702,0.60903,0.62,0.60791,1.62354,0.0082675,0.0082675,0.0082675
37,1046.47,0.74749,0.73192,1.50513,0.80457,0.63668,0.70204,0.60344,0.62033,0.60335,1.61203,0.008218,0.008218,0.008218
38,1074.34,0.7447,0.73089,1.50954,0.80149,0.64913,0.71036,0.61418,0.61876,0.59308,1.63639,0.0081685,0.0081685,0.0081685
39,1102.22,0.73892,0.72097,1.49601,0.80907,0.62466,0.71077,0.61545,0.61778,0.60499,1.63549,0.008119,0.008119,0.008119
40,1130.11,0.73407,0.72167,1.50425,0.75318,0.65338,0.70528,0.61549,0.61086,0.58776,1.62347,0.0080695,0.0080695,0.0080695
41,1157.98,0.73816,0.71379,1.49667,0.78963,0.65441,0.71066,0.62024,0.60198,0.58192,1.6111,0.00802,0.00802,0.00802
42,1185.88,0.73187,0.71508,1.49169,0.81984,0.62815,0.69979,0.60481,0.61479,0.58244,1.61498,0.0079705,0.0079705,0.0079705
43,1213.78,0.72402,0.70327,1.48858,0.82621,0.66401,0.70436,0.60478,0.62128,0.59461,1.63976,0.007921,0.007921,0.007921
44,1241.7,0.72869,0.69726,1.50046,0.77568,0.65298,0.68957,0.59868,0.60521,0.59302,1.64169,0.0078715,0.0078715,0.0078715
45,1269.62,0.73095,0.70627,1.4934,0.77958,0.64792,0.71717,0.61091,0.6054,0.59227,1.6271,0.007822,0.007822,0.007822
46,1297.53,0.71879,0.69699,1.49697,0.76925,0.64134,0.70063,0.60846,0.59518,0.58098,1.60492,0.0077725,0.0077725,0.0077725
47,1325.49,0.72366,0.70141,1.50001,0.75231,0.63554,0.6966,0.60329,0.60023,0.59548,1.60095,0.007723,0.007723,0.007723
48,1353.56,0.72458,0.69942,1.49502,0.78054,0.62612,0.68874,0.59739,0.59591,0.59218,1.61976,0.0076735,0.0076735,0.0076735
49,1381.57,0.71633,0.69084,1.49342,0.75251,0.66571,0.7106,0.61756,0.60814,0.5916,1.61604,0.007624,0.007624,0.007624
50,1409.54,0.71786,0.69434,1.48516,0.71662,0.68113,0.71022,0.6082,0.5987,0.58219,1.6059,0.0075745,0.0075745,0.0075745
51,1437.54,0.71795,0.69272,1.49013,0.76966,0.6615,0.71991,0.62545,0.59712,0.58498,1.62057,0.007525,0.007525,0.007525
52,1465.52,0.71141,0.68234,1.49402,0.77176,0.67384,0.72488,0.62664,0.59093,0.57644,1.60677,0.0074755,0.0074755,0.0074755
53,1493.5,0.70825,0.68296,1.48516,0.79616,0.66077,0.70782,0.61674,0.5924,0.59537,1.61573,0.007426,0.007426,0.007426
54,1521.48,0.70656,0.67559,1.4787,0.76558,0.6412,0.68918,0.59751,0.6002,0.59588,1.60413,0.0073765,0.0073765,0.0073765
55,1549.43,0.70046,0.67009,1.48478,0.79552,0.64961,0.71753,0.62265,0.60091,0.57729,1.61559,0.007327,0.007327,0.007327
56,1577.41,0.70223,0.6694,1.49298,0.76645,0.67769,0.7155,0.61999,0.59114,0.56939,1.60554,0.0072775,0.0072775,0.0072775
57,1605.39,0.70028,0.67357,1.4729,0.77557,0.64925,0.69791,0.60858,0.59222,0.58334,1.60885,0.007228,0.007228,0.007228
58,1633.35,0.70205,0.67143,1.47703,0.77038,0.65247,0.7144,0.62262,0.59278,0.59085,1.61453,0.0071785,0.0071785,0.0071785
59,1661.33,0.69511,0.66891,1.47795,0.78952,0.6497,0.72355,0.63147,0.5987,0.58372,1.60911,0.007129,0.007129,0.007129
60,1689.33,0.69753,0.66358,1.47287,0.75348,0.66972,0.70532,0.61773,0.58078,0.58491,1.59739,0.0070795,0.0070795,0.0070795
61,1717.31,0.69028,0.66329,1.47556,0.79404,0.65265,0.70947,0.61802,0.5839,0.58069,1.60204,0.00703,0.00703,0.00703
62,1745.31,0.69686,0.66335,1.48419,0.77538,0.65025,0.70829,0.61749,0.58236,0.5757,1.60408,0.0069805,0.0069805,0.0069805
63,1773.3,0.69432,0.65886,1.47066,0.80991,0.6463,0.71223,0.62059,0.58573,0.57737,1.59793,0.006931,0.006931,0.006931
64,1801.3,0.69187,0.65382,1.46747,0.7627,0.65831,0.7015,0.60892,0.58208,0.56952,1.60329,0.0068815,0.0068815,0.0068815
65,1829.28,0.688,0.65312,1.47538,0.7585,0.63895,0.7048,0.61019,0.58584,0.57385,1.59618,0.006832,0.006832,0.006832
66,1857.25,0.69526,0.65306,1.46303,0.75526,0.66284,0.71434,0.61962,0.58062,0.57072,1.59027,0.0067825,0.0067825,0.0067825
67,1885.26,0.6827,0.64605,1.46962,0.75487,0.67591,0.714,0.61744,0.58915,0.58233,1.60583,0.006733,0.006733,0.006733
68,1913.31,0.68413,0.64371,1.46831,0.79849,0.64719,0.72169,0.62773,0.58146,0.57428,1.60098,0.0066835,0.0066835,0.0066835
69,1941.31,0.67792,0.63754,1.47581,0.79406,0.64584,0.70992,0.61664,0.58514,0.57526,1.60183,0.006634,0.006634,0.006634
70,1969.34,0.67606,0.6369,1.46864,0.77805,0.65486,0.71117,0.62025,0.57517,0.57127,1.61109,0.0065845,0.0065845,0.0065845
71,1997.35,0.67988,0.63943,1.46507,0.78839,0.65615,0.70602,0.60947,0.5817,0.57587,1.60823,0.006535,0.006535,0.006535
72,2025.36,0.675,0.63013,1.46023,0.7731,0.6663,0.72009,0.62682,0.57962,0.57374,1.60585,0.0064855,0.0064855,0.0064855
73,2053.4,0.67564,0.6329,1.45748,0.81073,0.66336,0.71271,0.62164,0.58437,0.56717,1.59599,0.006436,0.006436,0.006436
74,2081.43,0.67548,0.63289,1.46394,0.77657,0.65651,0.71367,0.6223,0.58006,0.56895,1.59984,0.0063865,0.0063865,0.0063865
75,2109.47,0.66692,0.62862,1.4633,0.7964,0.63465,0.72626,0.63844,0.56739,0.56023,1.5898,0.006337,0.006337,0.006337
76,2137.5,0.67547,0.63363,1.45687,0.77319,0.65492,0.71219,0.6269,0.56665,0.56122,1.58307,0.0062875,0.0062875,0.0062875
77,2165.53,0.6677,0.62653,1.46467,0.80238,0.65117,0.72726,0.63116,0.57238,0.55778,1.58671,0.006238,0.006238,0.006238
78,2193.58,0.66565,0.6232,1.46474,0.78297,0.65313,0.7054,0.61937,0.57293,0.57417,1.59977,0.0061885,0.0061885,0.0061885
79,2222.3,0.65938,0.61618,1.45454,0.76455,0.65572,0.70467,0.61763,0.57141,0.57686,1.58904,0.006139,0.006139,0.006139
80,2250.41,0.66083,0.61375,1.44498,0.79622,0.67961,0.70759,0.62093,0.56724,0.5627,1.59995,0.0060895,0.0060895,0.0060895
81,2278.47,0.65928,0.60832,1.44621,0.75109,0.66597,0.69792,0.61363,0.57309,0.56426,1.59238,0.00604,0.00604,0.00604
82,2306.52,0.6604,0.61065,1.45595,0.77155,0.66645,0.70589,0.62,0.57111,0.55977,1.59814,0.0059905,0.0059905,0.0059905
83,2334.57,0.66122,0.61343,1.45418,0.78482,0.6728,0.71192,0.62527,0.57139,0.55256,1.59489,0.005941,0.005941,0.005941
84,2362.62,0.65667,0.61274,1.44942,0.77123,0.67282,0.71052,0.62718,0.56419,0.56315,1.59026,0.0058915,0.0058915,0.0058915
85,2390.67,0.65162,0.60494,1.44275,0.77052,0.6419,0.698,0.61708,0.56317,0.55849,1.59566,0.005842,0.005842,0.005842
86,2418.71,0.65303,0.60881,1.4532,0.75029,0.67549,0.70641,0.62113,0.5672,0.55142,1.5871,0.0057925,0.0057925,0.0057925
87,2446.75,0.65347,0.60636,1.45102,0.75875,0.6518,0.70249,0.61838,0.56321,0.56107,1.57835,0.005743,0.005743,0.005743
88,2474.76,0.64819,0.60061,1.44027,0.77445,0.65386,0.70562,0.61749,0.56127,0.56351,1.58415,0.0056935,0.0056935,0.0056935
89,2502.78,0.64493,0.60503,1.45631,0.78035,0.64031,0.70753,0.62425,0.56124,0.56294,1.58267,0.005644,0.005644,0.005644
90,2530.92,0.65237,0.60149,1.45022,0.78563,0.65197,0.70544,0.62249,0.55631,0.56406,1.58047,0.0055945,0.0055945,0.0055945
91,2559.46,0.64548,0.59241,1.44431,0.75091,0.67025,0.70086,0.61974,0.55662,0.56412,1.5745,0.005545,0.005545,0.005545
92,2587.52,0.64687,0.59801,1.44292,0.80363,0.6331,0.70672,0.62664,0.55813,0.56128,1.57894,0.0054955,0.0054955,0.0054955
93,2615.62,0.64177,0.59269,1.44195,0.78754,0.65233,0.71274,0.63329,0.55841,0.56602,1.57933,0.005446,0.005446,0.005446
94,2643.66,0.6439,0.59006,1.43879,0.73922,0.65106,0.69548,0.61457,0.55822,0.56516,1.58213,0.0053965,0.0053965,0.0053965
95,2671.65,0.63591,0.58095,1.44716,0.80262,0.64137,0.7079,0.62464,0.56305,0.55712,1.58556,0.005347,0.005347,0.005347
96,2699.67,0.63556,0.5858,1.44057,0.78844,0.66148,0.7027,0.62079,0.55963,0.56507,1.57966,0.0052975,0.0052975,0.0052975
97,2727.65,0.63405,0.57518,1.44418,0.80207,0.6502,0.70522,0.62153,0.55972,0.55643,1.58953,0.005248,0.005248,0.005248
98,2755.72,0.63268,0.5763,1.43847,0.76848,0.65856,0.70348,0.62261,0.55781,0.55847,1.57575,0.0051985,0.0051985,0.0051985
99,2783.82,0.6382,0.58446,1.43017,0.78318,0.65306,0.71959,0.63476,0.55499,0.55659,1.58042,0.005149,0.005149,0.005149
100,2811.9,0.63486,0.58208,1.43507,0.78096,0.66456,0.7203,0.63535,0.5575,0.54988,1.58791,0.0050995,0.0050995,0.0050995
101,2839.96,0.62796,0.57413,1.43652,0.78128,0.64985,0.71259,0.63197,0.55681,0.54741,1.58622,0.00505,0.00505,0.00505
102,2868.02,0.62645,0.57239,1.4369,0.77259,0.65556,0.70429,0.62332,0.55642,0.55385,1.58659,0.0050005,0.0050005,0.0050005
103,2896.06,0.6281,0.57737,1.43149,0.75904,0.66223,0.70457,0.62317,0.55226,0.54747,1.58785,0.004951,0.004951,0.004951
104,2924.11,0.62592,0.56791,1.43362,0.74788,0.67238,0.70531,0.62708,0.54959,0.54663,1.58054,0.0049015,0.0049015,0.0049015
105,2952.16,0.62064,0.56334,1.44144,0.76559,0.66533,0.70969,0.63222,0.55297,0.55008,1.57917,0.004852,0.004852,0.004852
106,2980.24,0.62719,0.57463,1.43624,0.76314,0.66555,0.70771,0.6243,0.5562,0.55005,1.58248,0.0048025,0.0048025,0.0048025
107,3008.32,0.62041,0.56257,1.42595,0.77147,0.65092,0.7035,0.62518,0.55258,0.55166,1.57624,0.004753,0.004753,0.004753
108,3036.46,0.61699,0.56243,1.42433,0.7813,0.63782,0.70438,0.6242,0.54999,0.55329,1.57779,0.0047035,0.0047035,0.0047035
109,3065.1,0.62256,0.55926,1.4281,0.77997,0.65194,0.7066,0.62586,0.54944,0.54821,1.58065,0.004654,0.004654,0.004654
110,3093.29,0.62036,0.55711,1.42723,0.74582,0.67743,0.70446,0.62465,0.54707,0.54983,1.57555,0.0046045,0.0046045,0.0046045
111,3121.35,0.61639,0.55308,1.43312,0.75897,0.67116,0.71629,0.63208,0.54503,0.54321,1.57228,0.004555,0.004555,0.004555
112,3149.33,0.62431,0.56254,1.43902,0.78309,0.664,0.72056,0.63674,0.54801,0.54942,1.57608,0.0045055,0.0045055,0.0045055
113,3177.37,0.61851,0.55659,1.42622,0.71825,0.69776,0.72116,0.63769,0.54777,0.55466,1.57901,0.004456,0.004456,0.004456
114,3205.42,0.6134,0.55117,1.43116,0.78975,0.65911,0.71631,0.63742,0.54672,0.54894,1.57405,0.0044065,0.0044065,0.0044065
115,3233.4,0.61369,0.55011,1.42153,0.79125,0.66881,0.71674,0.63978,0.5459,0.54454,1.57755,0.004357,0.004357,0.004357
116,3261.42,0.60942,0.55034,1.42166,0.80008,0.66023,0.71396,0.63571,0.54494,0.54781,1.57969,0.0043075,0.0043075,0.0043075
117,3289.39,0.60885,0.55207,1.41251,0.80837,0.64852,0.71637,0.63812,0.54373,0.54348,1.57791,0.004258,0.004258,0.004258
118,3317.39,0.6127,0.54601,1.42681,0.80656,0.6494,0.71261,0.63307,0.54413,0.54535,1.57503,0.0042085,0.0042085,0.0042085
119,3345.38,0.61546,0.55022,1.4317,0.73446,0.68617,0.71108,0.62896,0.54369,0.54564,1.57226,0.004159,0.004159,0.004159
120,3373.39,0.6068,0.54169,1.42031,0.79218,0.64442,0.70857,0.63301,0.54433,0.54689,1.57178,0.0041095,0.0041095,0.0041095
121,3401.34,0.60188,0.53523,1.41778,0.80413,0.64266,0.70859,0.63155,0.54249,0.54444,1.57075,0.00406,0.00406,0.00406
122,3429.28,0.60745,0.53791,1.4173,0.78205,0.65292,0.71306,0.63531,0.54375,0.54442,1.57178,0.0040105,0.0040105,0.0040105
123,3457.21,0.60265,0.53841,1.43095,0.71586,0.70294,0.72186,0.64106,0.54404,0.5445,1.57519,0.003961,0.003961,0.003961
124,3485.22,0.60254,0.534,1.4351,0.79325,0.64056,0.71849,0.63911,0.54555,0.54698,1.58087,0.0039115,0.0039115,0.0039115
125,3513.21,0.6054,0.53077,1.42266,0.79921,0.643,0.71549,0.63285,0.5454,0.54861,1.58033,0.003862,0.003862,0.003862
126,3541.22,0.59996,0.53426,1.41158,0.73133,0.6825,0.71139,0.63054,0.54331,0.54899,1.57967,0.0038125,0.0038125,0.0038125
127,3569.23,0.60441,0.52821,1.41664,0.7826,0.64689,0.71207,0.63128,0.54154,0.54977,1.57746,0.003763,0.003763,0.003763
128,3597.3,0.59854,0.53214,1.40749,0.77493,0.64916,0.71072,0.62757,0.54101,0.5555,1.57709,0.0037135,0.0037135,0.0037135
129,3625.33,0.59868,0.52706,1.40891,0.79641,0.62846,0.70747,0.62645,0.54208,0.55622,1.58292,0.003664,0.003664,0.003664
130,3653.36,0.58683,0.52024,1.41162,0.74724,0.65519,0.70738,0.62308,0.54256,0.55728,1.583,0.0036145,0.0036145,0.0036145
131,3681.37,0.59317,0.52277,1.40899,0.73325,0.6668,0.70642,0.62712,0.54183,0.5568,1.57931,0.003565,0.003565,0.003565
132,3709.41,0.59377,0.51564,1.40009,0.72514,0.66993,0.70552,0.62627,0.54299,0.55547,1.58136,0.0035155,0.0035155,0.0035155
133,3737.49,0.59554,0.51936,1.40965,0.72699,0.65154,0.70229,0.62457,0.54227,0.56022,1.58116,0.003466,0.003466,0.003466
134,3765.55,0.59311,0.51831,1.40575,0.74705,0.63903,0.70176,0.62284,0.54007,0.55984,1.57823,0.0034165,0.0034165,0.0034165
135,3793.55,0.58921,0.51869,1.40591,0.68881,0.68813,0.70321,0.62543,0.53911,0.55913,1.57728,0.003367,0.003367,0.003367
136,3821.59,0.59043,0.51636,1.41357,0.74982,0.64531,0.70401,0.62533,0.5393,0.55667,1.57944,0.0033175,0.0033175,0.0033175
137,3849.66,0.58307,0.51022,1.41228,0.714,0.6829,0.70508,0.62537,0.5392,0.55805,1.57707,0.003268,0.003268,0.003268
138,3877.72,0.5811,0.50854,1.40176,0.72304,0.6885,0.70431,0.62609,0.54045,0.55731,1.57817,0.0032185,0.0032185,0.0032185
139,3905.72,0.58502,0.50822,1.41328,0.73508,0.67328,0.7052,0.62548,0.54051,0.55582,1.58115,0.003169,0.003169,0.003169
140,3933.72,0.5864,0.50959,1.40269,0.71962,0.67115,0.70424,0.62549,0.54028,0.55611,1.57993,0.0031195,0.0031195,0.0031195
141,3961.72,0.58052,0.50431,1.40153,0.69994,0.69158,0.70627,0.62758,0.54085,0.55662,1.58076,0.00307,0.00307,0.00307
142,3989.76,0.57838,0.50487,1.39944,0.76351,0.65401,0.70878,0.63007,0.5423,0.55709,1.58081,0.0030205,0.0030205,0.0030205
143,4017.82,0.58308,0.50191,1.39635,0.75609,0.65678,0.7089,0.62998,0.54158,0.55724,1.58051,0.002971,0.002971,0.002971
144,4045.84,0.57839,0.4987,1.39743,0.77018,0.64845,0.70966,0.63115,0.54153,0.55783,1.5813,0.0029215,0.0029215,0.0029215
145,4073.9,0.57808,0.50433,1.4018,0.77634,0.64757,0.7052,0.62635,0.54005,0.56084,1.57815,0.002872,0.002872,0.002872
146,4101.97,0.57975,0.50094,1.39676,0.77233,0.65305,0.70499,0.62572,0.54003,0.56122,1.57734,0.0028225,0.0028225,0.0028225
147,4130.05,0.57571,0.49569,1.39828,0.74539,0.66573,0.70448,0.62452,0.53958,0.56036,1.57613,0.002773,0.002773,0.002773
148,4158.12,0.57632,0.4937,1.3992,0.80107,0.64162,0.70601,0.62842,0.53987,0.56167,1.57602,0.0027235,0.0027235,0.0027235
149,4186.15,0.57115,0.49494,1.40174,0.80855,0.64451,0.70755,0.62871,0.53928,0.56409,1.57455,0.002674,0.002674,0.002674
150,4214.2,0.57821,0.49264,1.39672,0.78748,0.65505,0.7083,0.62938,0.53945,0.56262,1.57466,0.0026245,0.0026245,0.0026245
151,4242.24,0.57183,0.49352,1.39623,0.72931,0.70247,0.70931,0.62912,0.53999,0.56254,1.57457,0.002575,0.002575,0.002575
152,4270.27,0.57121,0.48813,1.3899,0.79204,0.6515,0.70689,0.62792,0.53995,0.56331,1.57552,0.0025255,0.0025255,0.0025255
153,4298.3,0.57276,0.48737,1.39519,0.79222,0.65063,0.70752,0.62978,0.54003,0.56164,1.57584,0.002476,0.002476,0.002476
154,4326.36,0.56555,0.48322,1.38998,0.74671,0.68137,0.70857,0.62903,0.54003,0.56066,1.57693,0.0024265,0.0024265,0.0024265
155,4354.44,0.56728,0.48528,1.39148,0.75546,0.6752,0.7091,0.62945,0.54045,0.55795,1.57664,0.002377,0.002377,0.002377
156,4382.45,0.56326,0.48008,1.3864,0.76568,0.66992,0.70766,0.62929,0.54122,0.55954,1.57684,0.0023275,0.0023275,0.0023275
157,4410.51,0.56121,0.47734,1.39049,0.77122,0.65716,0.70747,0.62902,0.54162,0.55947,1.57685,0.002278,0.002278,0.002278
158,4438.6,0.56317,0.47931,1.37782,0.76911,0.66482,0.70623,0.62721,0.54206,0.56087,1.5784,0.0022285,0.0022285,0.0022285
159,4466.73,0.55867,0.47922,1.38439,0.77684,0.66039,0.70542,0.62661,0.54183,0.56172,1.57753,0.002179,0.002179,0.002179
160,4494.84,0.56229,0.47906,1.38118,0.77272,0.66267,0.70651,0.62768,0.54132,0.56053,1.57766,0.0021295,0.0021295,0.0021295
161,4522.92,0.55786,0.47304,1.38118,0.76149,0.66857,0.70733,0.62606,0.54184,0.56252,1.57871,0.00208,0.00208,0.00208
162,4551,0.55748,0.47219,1.38676,0.75058,0.67204,0.70626,0.62519,0.54177,0.56436,1.58046,0.0020305,0.0020305,0.0020305
163,4579.14,0.56058,0.47416,1.38101,0.73503,0.67718,0.70554,0.62485,0.54212,0.56436,1.58114,0.001981,0.001981,0.001981
164,4607.26,0.55468,0.46901,1.38777,0.75719,0.6574,0.70441,0.62331,0.54248,0.56537,1.58138,0.0019315,0.0019315,0.0019315
165,4635.36,0.55115,0.46929,1.38078,0.74028,0.66404,0.70393,0.62433,0.54295,0.56626,1.58264,0.001882,0.001882,0.001882
166,4663.44,0.55458,0.47041,1.3797,0.73837,0.66481,0.70452,0.624,0.54346,0.56793,1.58243,0.0018325,0.0018325,0.0018325
167,4691.53,0.54705,0.46202,1.37735,0.72369,0.67833,0.7039,0.62486,0.54377,0.56931,1.58166,0.001783,0.001783,0.001783
168,4719.67,0.55275,0.46871,1.3832,0.72843,0.67784,0.70376,0.62511,0.54405,0.57004,1.58193,0.0017335,0.0017335,0.0017335
169,4747.78,0.54528,0.45996,1.37542,0.7317,0.67481,0.70328,0.62389,0.54378,0.57093,1.58218,0.001684,0.001684,0.001684
170,4775.9,0.55086,0.46191,1.38478,0.72442,0.67812,0.70238,0.62357,0.54371,0.5718,1.58298,0.0016345,0.0016345,0.0016345
171,4804.01,0.54473,0.46048,1.37064,0.73062,0.67082,0.70287,0.62426,0.54315,0.57171,1.58432,0.001585,0.001585,0.001585
172,4832.13,0.54669,0.46176,1.37323,0.73614,0.67463,0.70246,0.62441,0.54258,0.57222,1.58525,0.0015355,0.0015355,0.0015355
173,4860.25,0.54261,0.45441,1.37172,0.73831,0.67524,0.70162,0.62297,0.54218,0.57339,1.58548,0.001486,0.001486,0.001486
174,4888.37,0.5434,0.4572,1.37217,0.74441,0.6742,0.70279,0.62453,0.54203,0.57304,1.58657,0.0014365,0.0014365,0.0014365
175,4916.51,0.54318,0.45483,1.37232,0.74574,0.6762,0.70255,0.62372,0.54238,0.57317,1.58749,0.001387,0.001387,0.001387
176,4944.63,0.54267,0.45376,1.37179,0.74057,0.67195,0.70214,0.62323,0.54238,0.57311,1.58832,0.0013375,0.0013375,0.0013375
177,4972.74,0.53424,0.44566,1.3682,0.75661,0.66114,0.70097,0.6223,0.54267,0.57428,1.58923,0.001288,0.001288,0.001288
178,5000.89,0.54166,0.44747,1.37886,0.76587,0.65591,0.70132,0.62205,0.54328,0.57541,1.58984,0.0012385,0.0012385,0.0012385
179,5029.04,0.54117,0.44848,1.37223,0.77632,0.65311,0.7016,0.62221,0.54336,0.57601,1.58933,0.001189,0.001189,0.001189
180,5057.16,0.53672,0.44952,1.3708,0.78971,0.64633,0.7021,0.62274,0.5436,0.57667,1.58968,0.0011395,0.0011395,0.0011395
181,5085.28,0.54199,0.44916,1.37083,0.77658,0.65494,0.70198,0.62185,0.54358,0.57708,1.59027,0.00109,0.00109,0.00109
182,5113.41,0.53446,0.44243,1.3682,0.78775,0.64488,0.70152,0.62261,0.5437,0.57752,1.59038,0.0010405,0.0010405,0.0010405
183,5141.58,0.53931,0.44089,1.36472,0.79281,0.64646,0.70103,0.62223,0.5443,0.57833,1.59035,0.000991,0.000991,0.000991
184,5169.71,0.53542,0.44537,1.35901,0.78267,0.64899,0.70104,0.622,0.54432,0.57838,1.59005,0.0009415,0.0009415,0.0009415
185,5197.86,0.53505,0.44005,1.3648,0.78265,0.65009,0.70119,0.62235,0.54448,0.57851,1.58976,0.000892,0.000892,0.000892
186,5226.01,0.52956,0.43571,1.3632,0.78377,0.64964,0.70175,0.62266,0.54437,0.57957,1.58918,0.0008425,0.0008425,0.0008425
187,5254.18,0.52829,0.43615,1.37696,0.78555,0.64613,0.70259,0.62327,0.54423,0.58,1.58856,0.000793,0.000793,0.000793
